,words,true_label,predicted_lable
164628,I,PRON,PRON
164629,bought,VERB,VERB
164630,(,.,.
164631,following,VERB,VERB
164632,Father,NOUN,NOUN
164633,Coughlin,NOUN,NOUN
164634,and,CONJ,CONJ
164635,pre-empting,ADJ,VERB
164636,the,DET,DET
164637,Eddie,NOUN,NOUN
164638,Cantor,NOUN,NOUN
164639,",",.,.
164640,Manhattan,NOUN,NOUN
164641,Merry-go-round,NOUN,NOUN
164642,and,CONJ,CONJ
164643,Major,NOUN,ADJ
164644,Bowes,NOUN,NOUN
164645,shows,NOUN,NOUN
164646,),.,.
164647,``,.,.
164648,That,DET,ADP
164649,Man,NOUN,NOUN
164650,in,ADP,ADP
164651,the,DET,DET
164652,White,ADJ,ADJ
164653,House,NOUN,NOUN
164654,",",.,.
164655,like,ADP,ADP
164656,some,DET,DET
164657,despot,NOUN,NOUN
164658,of,ADP,ADP
164659,yore,NOUN,DET
164660,",",.,.
164661,insisted,VERB,VERB
164662,on,ADP,ADP
164663,reading,VERB,VERB
164664,my,DET,DET
164665,diary,NOUN,NOUN
164666,",",.,.
164667,raiding,VERB,VERB
164668,my,DET,DET
164669,larder,NOUN,NOUN
164670,and,CONJ,CONJ
164671,ransacking,VERB,VERB
164672,my,DET,DET
164673,lingerie,NOUN,NOUN
164674,!,.,.
164675,!,.,.
164676,'',.,.
164677,My,DET,DET
164678,impassioned,ADJ,ADJ
164679,plea,NOUN,NOUN
164680,for,ADP,ADP
164681,civil,ADJ,ADJ
164682,rights,NOUN,NOUN
164683,created,VERB,VERB
164684,a,DET,DET
164685,landslide,NOUN,NOUN
164686,of,ADP,ADP
164687,correspondence,NOUN,NOUN
164688,and,CONJ,CONJ
164689,one,NUM,NUM
164690,sponsor,NOUN,NOUN
164691,even,ADV,ADV
164692,asked,VERB,VERB
164693,me,PRON,PRON
164694,to,PRT,PRT
164695,consider,VERB,VERB
164696,replacing,VERB,VERB
164697,the,DET,DET
164698,Eddie,NOUN,NOUN
164699,Cantor,NOUN,ADJ
164700,comedy,NOUN,NOUN
164701,hour,NOUN,NOUN
164702,on,ADP,ADP
164703,a,DET,DET
164704,permanent,ADJ,ADJ
164705,basis,NOUN,NOUN
164706,.,.,.
164707,But,CONJ,CONJ
164708,what,DET,DET
164709,quarter,NOUN,NOUN
164710,could,VERB,VERB
164711,a,DET,DET
164712,poor,ADJ,ADJ
164713,defenseless,ADJ,ADJ
164714,woman,NOUN,NOUN
164715,expect,VERB,VERB
164716,from,ADP,ADP
164717,a,DET,DET
164718,dictator,NOUN,NOUN
164719,who,PRON,PRON
164720,would,VERB,VERB
164721,even,VERB,ADV
164722,make,VERB,VERB
164723,so,ADV,ADV
164724,bold,ADJ,ADJ
164725,as,ADP,ADP
164726,to,PRT,PRT
164727,close,VERB,VERB
164728,all,PRT,PRT
164729,of,ADP,ADP
164730,the,DET,DET
164731,banks,NOUN,NOUN
164732,in,ADP,ADP
164733,our,DET,DET
164734,great,ADJ,ADJ
164735,nation,NOUN,NOUN
164736,?,.,.
164737,?,.,.
164738,The,DET,DET
164739,savage,ADJ,ADJ
164740,barbarian,NOUN,ADJ
164741,hordes,NOUN,NOUN
164742,of,ADP,ADP
164743,red,ADJ,ADJ
164744,Russian,ADJ,ADJ
164745,Communism,NOUN,NOUN
164746,descended,VERB,VERB
164747,on,ADP,ADP
164748,the,DET,DET
164749,Athens,NOUN,NOUN
164750,that,PRON,PRON
164751,was,VERB,VERB
164752,mighty,ADJ,ADV
164753,Metronome,NOUN,ADV
164754,",",.,.
164755,sacking,VERB,X
164756,and,CONJ,CONJ
164757,despoiling,VERB,NOUN
164758,with,ADP,ADP
164759,their,DET,DET
164760,Bolshevistic,ADJ,ADJ
164761,battle,NOUN,NOUN
164762,cry,NOUN,NOUN
164763,of,ADP,ADP
164764,``,.,.
164765,Soak,VERB,VERB
164766,the,DET,DET
164767,rich,NOUN,ADJ
164768,',.,.
164769,!,.,.
164770,!,.,.
164771,After,ADP,ADP
164772,an,DET,DET
164773,unspeakable,ADJ,ADJ
164774,siege,NOUN,NOUN
164775,",",.,.
164776,lasting,VERB,VERB
164777,the,DET,DET
164778,better,ADJ,ADJ
164779,part,NOUN,NOUN
164780,of,ADP,ADP
164781,two,NUM,NUM
164782,months,NOUN,NOUN
164783,",",.,.
164784,it,PRON,PRON
164785,was,VERB,VERB
164786,announced,VERB,VERB
164787,that,ADP,ADP
164788,the,DET,DET
164789,studio,NOUN,NOUN
164790,``,.,.
164791,owed,VERB,VERB
164792,'',.,.
164793,the,DET,DET
164794,government,NOUN,NOUN
164795,a,DET,DET
164796,tax,NOUN,NOUN
164797,debt,NOUN,NOUN
164798,in,ADP,ADP
164799,excess,NOUN,NOUN
164800,of,ADP,ADP
164801,eight,NUM,NUM
164802,million,NUM,NUM
164803,dollars,NOUN,NOUN
164804,while,ADP,ADP
164805,I,PRON,PRON
164806,",",.,.
164807,who,PRON,PRON
164808,had,VERB,VERB
164809,always,ADV,ADV
164810,remained,VERB,VERB
164811,aloof,ADV,ADJ
164812,from,ADP,ADP
164813,such,ADJ,ADJ
164814,iniquitous,ADJ,ADJ
164815,practices,NOUN,NOUN
164816,as,ADP,ADP
164817,paying,VERB,VERB
164818,taxes,NOUN,NOUN
164819,on,ADP,ADP
164820,the,DET,DET
164821,salary,NOUN,NOUN
164822,I,PRON,PRON
164823,had,VERB,VERB
164824,earned,VERB,VERB
164825,and,CONJ,CONJ
164826,the,DET,DET
164827,little,ADJ,ADJ
164828,I,PRON,PRON
164829,legally,ADV,ADV
164830,inherited,VERB,VERB
164831,as,ADP,ADP
164832,Morris',NOUN,VERB
164833,helpless,ADJ,ADJ
164834,relict,NOUN,NOUN
164835,",",.,.
164836,was,VERB,VERB
164837,``,.,.
164838,stung,VERB,NOUN
164839,'',.,.
164840,with,ADP,ADP
164841,a,DET,DET
164842,personal,ADJ,ADJ
164843,bill,NOUN,NOUN
164844,of,ADP,ADP
164845,such,ADJ,ADJ
164846,astronomical,ADJ,ADJ
164847,proportions,NOUN,NOUN
164848,as,ADP,ADP
164849,to,PRT,PRT
164850,``,.,.
164851,wipe,VERB,VERB
164852,out,PRT,PRT
164853,'',.,.
164854,all,PRT,PRT
164855,but,ADP,CONJ
164856,a,DET,DET
164857,fraction,NOUN,NOUN
164858,of,ADP,ADP
164859,my,DET,DET
164860,poor,ADJ,ADJ
164861,",",.,.
164862,hard-come-by,ADJ,VERB
164863,savings,NOUN,NOUN
164864,.,.,.
164865,I,PRON,PRON
164866,was,VERB,VERB
164867,also,ADV,ADV
164868,publicly,ADV,ADV
164869,reprimanded,VERB,VERB
164870,",",.,.
164871,dragged,VERB,VERB
164872,through,ADP,ADP
164873,the,DET,DET
164874,mud,NOUN,NOUN
164875,by,ADP,ADP
164876,the,DET,DET
164877,radical,ADJ,ADJ
164878,press,NOUN,NOUN
164879,and,CONJ,CONJ
164880,made,VERB,VERB
164881,a,DET,DET
164882,figure,NOUN,NOUN
164883,of,ADP,ADP
164884,fun,NOUN,NOUN
164885,by,ADP,ADP
164886,such,ADJ,ADJ
164887,leftist,NOUN,NOUN
164888,publications,NOUN,NOUN
164889,as,ADP,ADP
164890,The,DET,DET
164891,New,ADJ,ADJ
164892,Republic,NOUN,NOUN
164893,",",.,.
164894,The,DET,DET
164895,New,ADJ,ADJ
164896,Yorker,NOUN,NOUN
164897,",",.,.
164898,Time,NOUN,NOUN
164899,and,CONJ,CONJ
164900,The,DET,DET
164901,Christian,ADJ,ADJ
164902,Science,NOUN,NOUN
164903,Monitor,NOUN,NOUN
164904,.,.,.
164905,It,PRON,PRON
164906,was,VERB,VERB
164907,then,ADV,ADV
164908,that,ADP,ADP
164909,I,PRON,PRON
164910,availed,VERB,VERB
164911,myself,PRON,PRON
164912,of,ADP,ADP
164913,the,DET,DET
164914,rights,NOUN,NOUN
164915,of,ADP,ADP
164916,a,DET,DET
164917,citizen,NOUN,NOUN
164918,and,CONJ,CONJ
164919,declared,VERB,VERB
164920,the,DET,DET
164921,income,NOUN,NOUN
164922,tax,NOUN,NOUN
164923,unconstitutional,ADJ,NOUN
164924,.,.,.
164925,The,DET,DET
164926,litigation,NOUN,NOUN
164927,was,VERB,VERB
164928,costly,ADJ,ADJ
164929,and,CONJ,CONJ
164930,seemingly,ADV,ADV
164931,endless,ADJ,ADJ
164932,.,.,.
164933,I,PRON,PRON
164934,fought,VERB,VERB
164935,like,ADP,ADP
164936,a,DET,DET
164937,tigress,NOUN,NOUN
164938,but,CONJ,CONJ
164939,by,ADP,ADP
164940,the,DET,DET
164941,time,NOUN,NOUN
164942,I,PRON,PRON
164943,appealed,VERB,VERB
164944,my,DET,DET
164945,case,NOUN,NOUN
164946,to,ADP,ADP
164947,the,DET,DET
164948,Supreme,ADJ,ADJ
164949,Court,NOUN,NOUN
164950,(,.,.
164951,1937,NUM,NUM
164952,),.,.
164953,",",.,.
164954,Mr.,NOUN,NOUN
164955,Roosevelt,NOUN,NOUN
164956,and,CONJ,CONJ
164957,his,DET,DET
164958,``,.,.
164959,henchmen,NOUN,NOUN
164960,'',.,.
164961,had,VERB,VERB
164962,done,VERB,VERB
164963,their,DET,DET
164964,``,.,.
164965,dirty,ADJ,ADJ
164966,work,NOUN,NOUN
164967,'',.,.
164968,all,ADV,ADV
164969,too,ADV,ADV
164970,well,ADV,ADV
164971,",",.,.
164972,even,ADV,ADV
164973,going,VERB,VERB
164974,so,ADV,ADV
164975,far,ADV,ADV
164976,as,ADP,ADP
164977,to,PRT,PRT
164978,attempt,VERB,VERB
164979,to,PRT,ADP
164980,``,.,.
164981,pack,VERB,VERB
164982,'',.,.
164983,the,DET,DET
164984,highest,ADJ,ADJ
164985,tribunal,NOUN,NOUN
164986,in,ADP,ADP
164987,the,DET,DET
164988,land,NOUN,NOUN
164989,in,ADP,ADP
164990,order,NOUN,NOUN
164991,to,PRT,PRT
164992,defeat,VERB,VERB
164993,little,ADJ,ADJ
164994,me,PRON,PRON
164995,.,.,.
164996,Presidential,ADJ,ADJ
164997,coercion,NOUN,NOUN
164998,had,VERB,VERB
164999,succeeded,VERB,VERB
165000,not,ADV,ADV
165001,only,ADV,ADV
165002,in,ADP,ADP
165003,poisoning,VERB,VERB
165004,the,DET,DET
165005,courtiers,NOUN,NOUN
165006,",",.,.
165007,``,.,.
165008,toadies,NOUN,NOUN
165009,'',.,.
165010,and,CONJ,CONJ
165011,sycophants,NOUN,NOUN
165012,of,ADP,ADP
165013,the,DET,DET
165014,``,.,.
165015,bench,NOUN,NOUN
165016,'',.,.
165017,against,ADP,ADP
165018,me,PRON,PRON
165019,",",.,.
165020,but,CONJ,CONJ
165021,it,PRON,PRON
165022,had,VERB,VERB
165023,been,VERB,VERB
165024,so,ADV,ADV
165025,far-reaching,ADJ,ADJ
165026,as,ADP,ADP
165027,to,PRT,PRT
165028,discourage,VERB,VERB
165029,any,DET,DET
165030,lawyer,NOUN,NOUN
165031,in,ADP,ADP
165032,the,DET,DET
165033,nation,NOUN,NOUN
165034,from,ADP,ADP
165035,representing,VERB,VERB
165036,me,PRON,PRON
165037,!,.,.
165038,!,.,.
165039,I,PRON,PRON
165040,was,VERB,VERB
165041,ready,ADJ,ADJ
165042,",",.,.
165043,like,ADP,ADP
165044,Portia,NOUN,NOUN
165045,",",.,.
165046,to,PRT,PRT
165047,present,VERB,VERB
165048,my,DET,DET
165049,own,ADJ,ADJ
165050,brief,NOUN,NOUN
165051,.,.,.
165052,But,CONJ,CONJ
165053,the,DET,DET
165054,Supreme,ADJ,ADJ
165055,Court,NOUN,NOUN
165056,wouldn't,VERB,VERB
165057,even,VERB,ADV
165058,hear,VERB,VERB
165059,my,DET,DET
165060,case,NOUN,NOUN
165061,!,.,.
165062,!,.,.
165063,My,DET,DET
165064,plea,NOUN,NOUN
165065,was,VERB,VERB
165066,unanimously,ADV,ADV
165067,voted,VERB,VERB
165068,down,PRT,PRT
165069,and,CONJ,CONJ
165070,``,.,.
165071,thrown,VERB,VERB
165072,out,PRT,PRT
165073,'',.,.
165074,.,.,.
165075,Again,ADV,ADV
165076,",",.,.
165077,my,DET,DET
165078,name,NOUN,NOUN
165079,was,VERB,VERB
165080,on,ADP,ADP
165081,all,PRT,PRT
165082,the,DET,DET
165083,front,ADJ,ADJ
165084,pages,NOUN,NOUN
165085,.,.,.
165086,I,PRON,PRON
165087,was,VERB,VERB
165088,",",.,.
165089,it,PRON,PRON
165090,seemed,VERB,VERB
165091,",",.,.
165092,persona,X,ADJ
165093,non,X,X
165094,grata,X,VERB
165095,in,ADP,ADP
165096,every,DET,DET
165097,quarter,NOUN,NOUN
165098,",",.,.
165099,but,CONJ,CONJ
165100,not,ADV,ADV
165101,entirely,ADV,ADV
165102,without,ADP,ADP
165103,a,DET,DET
165104,staunch,ADJ,ADJ
165105,following,NOUN,NOUN
165106,of,ADP,ADP
165107,noted,VERB,VERB
165108,political,ADJ,ADJ
165109,thinkers,NOUN,NOUN
165110,and,CONJ,CONJ
165111,students,NOUN,NOUN
165112,of,ADP,ADP
165113,jurisprudence,NOUN,NOUN
165114,.,.,.
165115,As,ADP,ADP
165116,Charles,NOUN,NOUN
165117,Evans,NOUN,NOUN
165118,Hughes,NOUN,NOUN
165119,said,VERB,VERB
165120,",",.,.
165121,``,.,.
165122,Miss,NOUN,NOUN
165123,Poitrine's,NOUN,ADJ
165124,limitations,NOUN,NOUN
165125,as,ADP,ADP
165126,an,DET,DET
165127,actress,NOUN,NOUN
165128,are,VERB,VERB
165129,exceeded,VERB,VERB
165130,only,ADV,ADV
165131,by,ADP,ADP
165132,her,DET,DET
165133,logic,NOUN,NOUN
165134,as,ADP,ADP
165135,a,DET,DET
165136,litigant,NOUN,NOUN
165137,'',.,.
165138,.,.,.
165139,Albert,NOUN,NOUN
165140,Einstein,NOUN,NOUN
165141,was,VERB,VERB
165142,quoted,VERB,VERB
165143,as,ADP,ADP
165144,saying,VERB,VERB
165145,:,.,.
165146,``,.,.
165147,The,DET,DET
165148,workings,NOUN,NOUN
165149,of,ADP,ADP
165150,the,DET,DET
165151,woman's,NOUN,NOUN
165152,mind,NOUN,NOUN
165153,amaze,VERB,VERB
165154,me,PRON,PRON
165155,'',.,.
165156,.,.,.
165157,Henry,NOUN,NOUN
165158,Ford,NOUN,NOUN
165159,spoke,VERB,VERB
165160,of,ADP,ADP
165161,me,PRON,PRON
165162,as,ADP,ADP
165163,``,.,.
165164,utterly,ADV,ADV
165165,astounding,ADJ,ADJ
165166,'',.,.
165167,.,.,.
165168,Heywood,NOUN,NOUN
165169,Broun,NOUN,NOUN
165170,wrote,VERB,VERB
165171,:,.,.
165172,``,.,.
165173,Belle,NOUN,NOUN
165174,Poitrine,NOUN,NOUN
165175,is,VERB,VERB
165176,the,DET,DET
165177,most,ADV,ADV
165178,original,ADJ,ADJ
165179,thinker,NOUN,NOUN
165180,since,ADP,ADP
165181,Caligula,NOUN,NOUN
165182,'',.,.
165183,",",.,.
165184,and,CONJ,CONJ
165185,even,ADV,ADV
165186,F.D.R.,NOUN,NOUN
165187,had,VERB,VERB
165188,to,PRT,PRT
165189,concede,VERB,VERB
165190,that,ADP,ADP
165191,``,.,.
165192,if,ADP,ADP
165193,the,DET,DET
165194,rest,NOUN,NOUN
165195,of,ADP,ADP
165196,this,DET,DET
165197,nation,NOUN,NOUN
165198,showed,VERB,VERB
165199,the,DET,DET
165200,foresight,NOUN,NOUN
165201,and,CONJ,CONJ
165202,patriotism,NOUN,NOUN
165203,of,ADP,ADP
165204,Miss,NOUN,NOUN
165205,Poitrine,NOUN,NOUN
165206,",",.,.
165207,America,NOUN,NOUN
165208,would,VERB,VERB
165209,rapidly,ADV,ADV
165210,resemble,VERB,VERB
165211,ancient,ADJ,ADJ
165212,Babylon,NOUN,NOUN
165213,and,CONJ,CONJ
165214,Nineveh,NOUN,NOUN
165215,'',.,.
165216,.,.,.
165217,Not,ADV,ADV
165218,only,ADV,ADV
165219,were,VERB,VERB
165220,the,DET,DET
165221,court,NOUN,NOUN
165222,costs,NOUN,NOUN
165223,prohibitive,ADJ,NOUN
165224,",",.,.
165225,but,CONJ,CONJ
165226,I,PRON,PRON
165227,was,VERB,VERB
165228,subjected,VERB,VERB
165229,to,ADP,PRT
165230,crippling,VERB,VERB
165231,fines,NOUN,NOUN
165232,",",.,.
165233,in,ADP,ADP
165234,addition,NOUN,NOUN
165235,to,ADP,ADP
165236,usurious,ADJ,VERB
165237,interest,NOUN,NOUN
165238,on,ADP,ADP
165239,the,DET,DET
165240,unpaid,ADJ,ADJ
165241,``,.,.
165242,debts,NOUN,NOUN
165243,'',.,.
165244,which,DET,DET
165245,the,DET,DET
165246,government,NOUN,NOUN
165247,claimed,VERB,VERB
165248,that,ADP,ADP
165249,Metronome,NOUN,NOUN
165250,and,CONJ,CONJ
165251,I,PRON,PRON
165252,owed,VERB,VERB
165253,--,.,.
165254,a,DET,DET
165255,severe,ADJ,ADJ
165256,financial,ADJ,ADJ
165257,blow,NOUN,NOUN
165258,.,.,.
165259,Nor,CONJ,CONJ
165260,",",.,.
165261,as,ADP,ADP
165262,Manny,NOUN,NOUN
165263,said,VERB,VERB
165264,",",.,.
165265,had,VERB,VERB
165266,the,DET,DET
165267,notoriety,NOUN,NOUN
165268,done,VERB,VERB
165269,my,DET,DET
165270,career,NOUN,NOUN
165271,``,.,.
165272,any,DET,DET
165273,good,ADJ,NOUN
165274,'',.,.
165275,.,.,.
165276,My,DET,DET
165277,enemies,NOUN,NOUN
165278,were,VERB,VERB
165279,only,ADV,ADV
165280,too,ADV,ADV
165281,anxious,ADJ,ADJ
165282,to,PRT,ADP
165283,level,VERB,NOUN
165284,against,ADP,ADP
165285,me,PRON,PRON
165286,such,ADJ,ADJ
165287,charges,NOUN,NOUN
165288,as,ADP,ADP
165289,``,.,.
165290,reactionary,NOUN,ADJ
165291,'',.,.
165292,",",.,.
165293,``,.,.
165294,robber,NOUN,NOUN
165295,baroness,NOUN,NOUN
165296,'',.,.
165297,",",.,.
165298,and,CONJ,CONJ
165299,even,ADV,ADV
165300,``,.,.
165301,traitor,NOUN,NOUN
165302,'',.,.
165303,!,.,.
165304,!,.,.
165305,Traitor,NOUN,NOUN
165306,indeed,ADV,ADV
165307,!,.,.
165308,!,.,.
165309,I,PRON,PRON
165310,point,VERB,VERB
165311,now,ADV,ADV
165312,with,ADP,ADP
165313,pride,NOUN,NOUN
165314,to,ADP,ADP
165315,the,DET,DET
165316,fact,NOUN,NOUN
165317,that,ADP,ADP
165318,",",.,.
165319,long,ADJ,ADV
165320,ere,ADP,ADP
165321,the,DET,DET
165322,Committee,NOUN,NOUN
165323,on,ADP,ADP
165324,Un-American,ADJ,ADJ
165325,Activities,NOUN,NOUN
165326,",",.,.
165327,the,DET,DET
165328,Minute,NOUN,ADJ
165329,Women,NOUN,NOUN
165330,",",.,.
165331,the,DET,DET
165332,Economic,ADJ,ADJ
165333,Council,NOUN,NOUN
165334,and,CONJ,CONJ
165335,other,ADJ,ADJ
165336,such,ADJ,ADJ
165337,notable,ADJ,ADJ
165338,``,.,.
165339,watchdog,NOUN,NOUN
165340,'',.,.
165341,organizations,NOUN,NOUN
165342,were,VERB,VERB
165343,so,ADV,ADV
165344,much,ADV,ADJ
165345,as,ADP,ADP
165346,heard,VERB,NOUN
165347,of,ADP,ADP
165348,",",.,.
165349,I,PRON,PRON
165350,was,VERB,VERB
165351,Hollywood's,NOUN,NOUN
165352,leading,VERB,VERB
165353,bulwark,NOUN,NOUN
165354,against,ADP,ADP
165355,communism,NOUN,NOUN
165356,",",.,.
165357,fighting,VERB,VERB
165358,single-handedly,ADV,ADV
165359,``,.,.
165360,creeping,VERB,VERB
165361,socialism,NOUN,NOUN
165362,'',.,.
165363,against,ADP,ADP
165364,such,ADJ,ADJ
165365,insuperable,ADJ,ADJ
165366,odds,NOUN,NOUN
165367,as,ADP,ADP
165368,the,DET,DET
165369,Fascio-Communist,NOUN,NOUN
165370,troops,NOUN,NOUN
165371,of,ADP,ADP
165372,the,DET,DET
165373,NRA,NOUN,NOUN
165374,",",.,.
165375,PWA,NOUN,NOUN
165376,",",.,.
165377,WPA,NOUN,NOUN
165378,",",.,.
165379,CCC,NOUN,NOUN
165380,and,CONJ,CONJ
165381,an,DET,DET
165382,army,NOUN,NOUN
165383,of,ADP,ADP
165384,more,ADJ,ADJ
165385,than,ADP,ADP
165386,twenty-two,NUM,NUM
165387,million,NUM,NUM
165388,mercenaries,NOUN,NOUN
165389,whom,PRON,PRON
165390,F.D.R.,NOUN,NOUN
165391,employed,VERB,VERB
165392,secretly,ADV,ADV
165393,",",.,.
165394,through,ADP,ADP
165395,the,DET,DET
165396,transparent,ADJ,ADJ
165397,ruse,NOUN,NOUN
165398,of,ADP,ADP
165399,regular,ADJ,ADJ
165400,``,.,.
165401,relief,NOUN,NOUN
165402,'',.,.
165403,checks,NOUN,NOUN
165404,.,.,.
165405,Needless,ADJ,ADJ
165406,to,PRT,PRT
165407,say,VERB,VERB
165408,",",.,.
165409,my,DET,DET
165410,art,NOUN,NOUN
165411,suffered,VERB,VERB
165412,drastically,ADV,ADV
165413,during,ADP,ADP
165414,this,DET,DET
165415,turbulent,ADJ,ADJ
165416,period,NOUN,NOUN
165417,.,.,.
165418,Could,VERB,VERB
165419,it,PRON,PRON
165420,do,VERB,VERB
165421,otherwise,ADV,ADV
165422,?,.,.
165423,?,.,.
165424,Even,ADV,ADV
165425,though,ADP,ADP
165426,I,PRON,PRON
165427,have,VERB,VERB
165428,always,ADV,ADV
165429,had,VERB,VERB
165430,a,DET,DET
165431,genius,NOUN,NOUN
165432,for,ADP,ADP
165433,``,.,.
165434,throwing,VERB,VERB
165435,myself,PRON,PRON
165436,'',.,.
165437,into,ADP,ADP
165438,every,DET,DET
165439,role,NOUN,NOUN
165440,and,CONJ,CONJ
165441,``,.,.
165442,playing,VERB,VERB
165443,it,PRON,PRON
165444,for,ADP,ADP
165445,all,PRT,PRT
165446,it's,PRT,PRT
165447,worth,ADJ,ADJ
165448,'',.,.
165449,",",.,.
165450,no,DET,DET
165451,actress,NOUN,NOUN
165452,can,VERB,VERB
165453,be,VERB,VERB
165454,expected,VERB,VERB
165455,to,PRT,PRT
165456,do,VERB,VERB
165457,her,DET,DET
165458,best,ADJ,ADJ
165459,work,NOUN,NOUN
165460,when,ADV,ADV
165461,her,DET,DET
165462,fortune,NOUN,NOUN
165463,",",.,.
165464,her,DET,DET
165465,reputation,NOUN,NOUN
165466,",",.,.
165467,her,DET,DET
165468,livelihood,NOUN,NOUN
165469,",",.,.
165470,her,DET,DET
165471,home,NOUN,NOUN
165472,and,CONJ,CONJ
165473,her,DET,DET
165474,nation,NOUN,NOUN
165475,itself,PRON,PRON
165476,are,VERB,VERB
165477,all,PRT,PRT
165478,imperilled,VERB,NOUN
165479,.,.,.
165480,Such,ADJ,ADJ
165481,sweeping,VERB,VERB
165482,distractions,NOUN,NOUN
165483,are,VERB,VERB
165484,hardly,ADV,ADV
165485,conducive,ADJ,ADJ
165486,to,ADP,ADP
165487,``,.,.
165488,Oscar,NOUN,NOUN
165489,'',.,.
165490,winning,VERB,VERB
165491,performances,NOUN,NOUN
165492,.,.,.
165493,I,PRON,PRON
165494,tried,VERB,VERB
165495,my,DET,DET
165496,hardest,ADJ,ADJ
165497,",",.,.
165498,with,ADP,ADP
165499,little,ADJ,ADJ
165500,help,NOUN,NOUN
165501,",",.,.
165502,may,VERB,VERB
165503,I,PRON,PRON
165504,say,VERB,VERB
165505,",",.,.
165506,from,ADP,ADP
165507,my,DET,DET
165508,husband,NOUN,NOUN
165509,and,CONJ,CONJ
165510,leading,VERB,VERB
165511,man,NOUN,NOUN
165512,",",.,.
165513,but,CONJ,CONJ
165514,somehow,ADV,ADV
165515,the,DET,DET
165516,outside,ADJ,ADJ
165517,pressures,NOUN,NOUN
165518,were,VERB,VERB
165519,too,ADV,ADV
165520,severe,ADJ,ADJ
165521,.,.,.
165522,Having,VERB,VERB
165523,(,.,.
165524,through,ADP,ADP
165525,my,DET,DET
165526,unflagging,ADJ,NOUN
165527,effort,NOUN,NOUN
165528,and,CONJ,CONJ
165529,devotion,NOUN,NOUN
165530,),.,.
165531,achieved,VERB,VERB
165532,stardom,NOUN,NOUN
165533,",",.,.
165534,a,DET,DET
165535,fortune,NOUN,NOUN
165536,and,CONJ,CONJ
165537,a,DET,DET
165538,world-renowned,ADJ,ADJ
165539,wife,NOUN,NOUN
165540,at,ADP,ADP
165541,an,DET,DET
165542,age,NOUN,NOUN
165543,when,ADV,ADV
165544,most,ADV,ADJ
165545,young,ADJ,ADJ
165546,men,NOUN,NOUN
165547,are,VERB,VERB
165548,casting,VERB,VERB
165549,their,DET,DET
165550,first,ADJ,ADJ
165551,vote,NOUN,NOUN
165552,",",.,.
165553,Letch,NOUN,NOUN
165554,proceeded,VERB,VERB
165555,to,PRT,PRT
165556,neglect,VERB,VERB
165557,them,PRON,PRON
165558,all,PRT,PRT
165559,.,.,.
165560,Never,ADV,ADV
165561,a,DET,DET
165562,``,.,.
165563,quick,ADJ,ADJ
165564,study,NOUN,NOUN
165565,'',.,.
165566,",",.,.
165567,he,PRON,PRON
165568,now,ADV,ADV
165569,made,VERB,VERB
165570,no,DET,DET
165571,attempt,NOUN,NOUN
165572,to,PRT,PRT
165573,learn,VERB,VERB
165574,his,DET,DET
165575,``,.,.
165576,lines,NOUN,NOUN
165577,'',.,.
165578,and,CONJ,CONJ
165579,many,PRT,ADJ
165580,a,DET,DET
165581,mile,NOUN,NOUN
165582,of,ADP,ADP
165583,film,NOUN,NOUN
165584,was,VERB,VERB
165585,wasted,VERB,VERB
165586,",",.,.
165587,many,PRT,ADJ
165588,a,DET,DET
165589,scene,NOUN,NOUN
165590,--,.,.
165591,sometimes,ADV,ADV
165592,involving,ADP,VERB
165593,as,ADV,ADV
165594,many,ADJ,ADJ
165595,as,ADP,ADP
165596,a,DET,DET
165597,thousand,NUM,NUM
165598,fellow,NOUN,NOUN
165599,thespians,NOUN,NOUN
165600,--,.,.
165601,was,VERB,VERB
165602,taken,VERB,VERB
165603,thirty,NUM,NUM
165604,",",.,.
165605,forty,NUM,NUM
165606,",",.,.
165607,fifty,NUM,NUM
165608,times,NOUN,NOUN
165609,because,ADP,ADP
165610,Miss,NOUN,NOUN
165611,Poitrine's,NOUN,NOUN
165612,co-star,NOUN,NOUN
165613,and,CONJ,CONJ
165614,``,.,.
165615,helpmate,NOUN,NOUN
165616,'',.,.
165617,had,VERB,VERB
165618,never,ADV,ADV
165619,learned,VERB,VERB
165620,his,DET,DET
165621,part,NOUN,NOUN
165622,.,.,.
165623,Each,DET,DET
165624,time,NOUN,NOUN
165625,Letch,NOUN,NOUN
165626,``,.,.
165627,went,VERB,VERB
165628,up,PRT,PRT
165629,'',.,.
165630,in,ADP,ADP
165631,his,DET,DET
165632,``,.,.
165633,lines,NOUN,NOUN
165634,'',.,.
165635,",",.,.
165636,I,PRON,PRON
165637,was,VERB,VERB
165638,the,DET,DET
165639,one,NOUN,NUM
165640,to,PRT,PRT
165641,be,VERB,VERB
165642,patient,ADJ,ADJ
165643,",",.,.
165644,helpful,ADJ,ADJ
165645,and,CONJ,CONJ
165646,apologetic,ADJ,ADJ
165647,while,ADP,ADP
165648,he,PRON,PRON
165649,indulged,VERB,VERB
165650,in,ADP,ADP
165651,outbursts,NOUN,NOUN
165652,of,ADP,ADP
165653,temperament,NOUN,NOUN
165654,",",.,.
165655,profanity,NOUN,NOUN
165656,and,CONJ,CONJ
165657,abuse,NOUN,NOUN
165658,",",.,.
165659,blaming,VERB,VERB
165660,others,NOUN,NOUN
165661,",",.,.
165662,going,VERB,VERB
165663,into,ADP,ADP
165664,``,.,.
165665,sulks,NOUN,NOUN
